"","MandateId","SearchStatus","MandateDate","EntryDate","MandateSizeCurrency","MandateSizeAmount","AccountSizeAmount","MandateRegion","Fund","FundType","FundCountry","FundRegion","SearchConsultant","AssetManager","AssetManagerParentFirm","AssetManagerCountry","MainAssetClass","InvestmentApproach","SubAssetClass","CapSize","Style","Benchmark.Index","Month","Region","Year","Quarter","AC2","XR","OriginalAmount"
"1585",2147032216,"Completed",2017-08-16,"8/18/2017","USD",80,80,"Global","Massachusetts Pension Reserves Investment Management Board","Public D.B.","United States","North America","Aon Hewitt Investment Consulting","Insight Venture Partners","","United States","Private Equity","","Venture Capital","","","","08","US","2017","Q3","Private Equity",1,80
"1586",2147032220,"Completed",2017-08-14,"8/14/2017","USD",20,20,"Global","Los Angeles Fire & Police Pension System","Public D.B.","United States","North America","RVK Inc.","Insight Venture Partners","","United States","Private Equity","","Venture Capital","","","","08","US","2017","Q3","Private Equity",1,20
"1587",2147032096,"Completed",2017-08-07,"8/8/2017","USD",50,50,"Global","San Francisco City & County Employees’ Retirement System","Public D.B.","United States","North America","NEPC","Insight Venture Partners","","United States","Private Equity","","Venture Capital","","","","08","US","2017","Q3","Private Equity",1,50
"1588",2147031416,"Completed",2017-07-11,"7/11/2017","USD",50,50,"Global","Teachers’ Retirement System of Louisiana","Public D.B.","United States","North America","Hamilton Lane Advisors","Insight Venture Partners","","United States","Private Equity","","Venture Capital","","","","07","US","2017","Q3","Private Equity",1,50
"1589",2147033171,"Completed",2017-09-27,"9/27/2017","USD",45,45,"U.S.","Texas County & District Retirement System","Public D.B.","United States","North America","None","Institutional Venture Partners","","United States","Private Equity","","Venture Capital/Technology","","","","09","US","2017","Q3","Private Equity",1,45
"1590",2147032807,"Completed",2017-09-12,"9/12/2017","USD",50,50,"U.S.","Tennessee Consolidated Retirement System","Public D.B.","United States","North America","None","Institutional Venture Partners","","United States","Private Equity","","Venture Capital/Technology","","","","09","US","2017","Q3","Private Equity",1,50
"1591",2147032462,"Completed",2017-09-06,"9/6/2017","USD",75,75,"U.S.","Teachers' Retirement System of the State of Illinois","Public D.B.","United States","North America","None","Institutional Venture Partners","","United States","Private Equity","","Technology","","","","09","US","2017","Q3","Private Equity",1,75
"1595",2147030702,"Completed",2017-06-09,"6/9/2017","USD",10,5,"U.S.","Pontiac General Employees’ Retirement System","Public D.B.","United States","North America","Dahab Associates","Intercontinental Real Estate Corporation","","United States","Real Estate","Mixed/Unspecified","Core-Plus","","","","06","US","2017","Q2","Real Estate",1,5
"1602",2147029209,"Completed",2017-02-24,"2/24/2017","USD",16,16,"U.S.","Fairfield (Conn.) Retirement Funds","Public D.B.","United States","North America","Callan Associates","Invesco","Invesco","United States","Multi Asset","","","","","","02","US","2017","Q1","Multi Asset",1,16
"1603",2147030714,"Completed",2017-06-23,"6/23/2017","USD",50,50,"U.S.","Hawaii Employees Retirement System","Public D.B.","United States","North America","Aon Hewitt Investment Consulting","Invesco","Invesco","United Kingdom","Real Estate","Mixed/Unspecified","Commercial/Debt","","","","06","US","2017","Q2","Real Estate",1,50
"1604",2147026430,"Completed",2017-06-09,"6/9/2017","USD",12,8,"U.S.","Pontiac General Employees’ Retirement System","Public D.B.","United States","North America","Dahab Associates","Invesco","Invesco","United States","Real Estate","Mixed/Unspecified","Core","","","","06","US","2017","Q2","Real Estate",1,8
"1605",2147031831,"Completed",2017-09-20,"9/20/2017","USD",684,684,"U.S.","Kentucky Public Employees’ Deferred Compensation Authority","Public D.C.","United States","North America","Callan Associates","Invesco","Invesco","United States","Fixed Income","Passive","Stable Value","","","","09","US","2017","Q3","Fixed Income",1,684
"1606",2147032342,"Completed",2017-09-08,"9/8/2017","USD",30,30,"U.S.","San Mateo County Employees Retirement Association","Public D.B.","United States","North America","Verus Advisory Inc. (formerly Wurts & Associates)","Invesco","Invesco","United States","Real Estate","Mixed/Unspecified","Value-Added","","","","09","US","2017","Q3","Real Estate",1,30
"1607",2147030906,"Completed",2017-08-29,"8/29/2017","USD",75,75,"Global","Public Employees Retirement System of Mississippi","Public D.B.","United States","North America","Callan Associates","Invesco","Invesco","United States","Real Estate","Mixed/Unspecified","Value-Added","","","","08","US","2017","Q3","Real Estate",1,75
"1608",2147032085,"Completed",2017-08-07,"8/7/2017","USD",150,150,"U.S.","Texas Teachers' Retirement System","Public D.B.","United States","North America","None","Invesco","Invesco","United States","Real Estate","Mixed/Unspecified","Core","","","","08","US","2017","Q3","Real Estate",1,150
"1609",2147032073,"Completed",2017-08-07,"8/7/2017","USD",0,0,"Global","Fort Lauderdale General Employees Retirement System","Public D.B.","United States","North America","Dahab Associates","Invesco","Invesco","Canada","Real Estate","Mixed/Unspecified","","","","","08","US","2017","Q3","Real Estate",1,0
"1610",2147031658,"Completed",2017-08-01,"8/1/2017","USD",0,0,"U.S.","Boca Raton Police & Firefighters Retirement System","Public D.B.","United States","North America","Segal Marco Advisors (formerly Segal Rogerscasey)","Invesco","Invesco","United States","Multi Asset","","Bundled","","","","08","US","2017","Q3","Multi Asset",1,0
"1611",2147031829,"Completed",2017-07-28,"7/28/2017","USD",0,0,"U.S.","Kentucky Public Employees’ Deferred Compensation Authority","Public D.C.","United States","North America","Callan Associates","Invesco","Invesco","United States","Fixed Income","Mixed/Unspecified","Stable Value","","","","07","US","2017","Q3","Fixed Income",1,0
"1612",2147029449,"Completed",2017-07-27,"7/27/2017","USD",0,0,"Global","Pennsylvania State Employees Retirement System (Defined Contribution)","Public D.C.","United States","North America","StepStone Group","Invesco","Invesco","United States","Fixed Income","Mixed/Unspecified","Stable Value","","","","07","US","2017","Q3","Fixed Income",1,0
"1613",2147030899,"Completed",2017-07-21,"7/25/2017","USD",29,29,"Global","El Paso City Employees' Pension Fund","Public D.B.","United States","North America","Callan Associates","Invesco","Invesco","United Kingdom","Hedge Funds","","Absolute Return","","","","07","US","2017","Q3","Hedge Funds",1,29
"1614",2147031538,"Completed",2017-07-14,"7/14/2017","USD",0,0,"U.S.","Miami-Dade County Deferred Compensation Plan","Public D.C.","United States","North America","None","Invesco","Invesco","United States","Equity","Active","","Large-Cap","Value","","07","US","2017","Q3","Equity",1,0
"1615",2147000531,"Completed",2017-07-12,"7/12/2017","USD",135,75,"U.S.","San Diego City Employees Retirement System","Public D.B.","United States","North America","The Townsend Group","Invesco","Invesco","United States","Real Estate","Mixed/Unspecified","","","","","07","US","2017","Q3","Real Estate",1,75
"1619",2147031043,"Completed",2017-06-26,"6/26/2017","USD",75,75,"U.S.","Texas Permanent School Fund","Trust Fund","United States","North America","None","Invesco Real Estate","Invesco","United States","Real Estate","Mixed/Unspecified","","","","","06","US","2017","Q2","Real Estate",1,75
"1620",2147032409,"Completed",2017-09-21,"9/22/2017","USD",25,10,"U.S.","San Antonio Fire & Police Pension Fund","Public D.B.","United States","North America","The Townsend Group","Invesco Real Estate","Invesco","United States","Real Estate","Mixed/Unspecified","Value-Added","","","","09","US","2017","Q3","Real Estate",1,10
"1621",2147029766,"Completed",2017-03-30,"3/30/2017","USD",300,300,"U.S.","North Carolina Retirement Systems","Public D.B.","United States","North America","Aon Hewitt Investment Consulting","Investcorp International","","United States","Hedge Funds","","Multi-Strategy","","","","03","US","2017","Q1","Hedge Funds",1,300
"1622",2147028976,"Completed",2017-02-09,"2/9/2017","USD",1985,160,"Global","State of Wisconsin Investment Board","Public D.B.","United States","North America","Cliffwater","Investcorp International","","United States","Hedge Funds","","","","","","02","US","2017","Q1","Hedge Funds",1,160
"1624",2147028697,"Completed",2017-07-12,"7/12/2017","USD",12.6,12.6,"International","Mendocino County Employees’ Retirement Association","Public D.B.","United States","North America","Callan Associates","Investec Asset Management","Investec Asset Management","United Kingdom","Equity","Mixed/Unspecified","","","","","07","US","2017","Q3","Equity",1,12.6
"1626",2147028979,"Completed",2017-03-28,"3/28/2017","USD",125,50,"International","Philadelphia Public Employees’ Retirement System","Public D.B.","United States","North America","Marquette Associates","Investors Group","","Canada","Equity","Active","","Small-Cap","","MSCI EAFE","03","US","2017","Q1","Equity",1,50
"1631",2147028906,"Completed",2017-04-11,"4/11/2017","USD",50,50,"U.S.","Connecticut Retirement Plans & Trust Funds","Public D.B.","United States","North America","StepStone Group, LP","Ironwood Capital Management","","United States","Private Equity","","Mezzanine Finance","","","","04","US","2017","Q2","Private Equity",1,50
"1632",2147030311,"Completed",2017-05-09,"5/9/2017","USD",2,2,"International","University of New Hampshire System","Endowment","United States","North America","Prime, Buchholz & Associates","iShares","BlackRock","United States","ETF","","","","","","05","US","2017","Q2","Other",1,2
"1633",2147033220,"Completed",2017-09-27,"9/28/2017","USD",100,100,"U.S.","Alaska Permanent Fund Corporation","Public D.B.","United States","North America","None","iShares","BlackRock","United States","Equity","Passive","","Small-Cap","","Russell 2000","09","US","2017","Q3","Equity",1,100
"1634",2147032335,"Completed",2017-08-17,"8/17/2017","USD",35,35,"U.S.","Montana Board of Investments","Public D.B.","United States","North America","RVK Inc.","iShares","BlackRock","United States","Equity","Mixed/Unspecified","","Mid-Cap","Core","","08","US","2017","Q3","Equity",1,35
"1637",2147028472,"Completed",2017-01-04,"1/4/2017","USD",0,0,"U.S.","Vanderbilt University (Defined Contribution)","Non-Profit D.C.","United States","North America","None","Jackson Square Partners","","United States","Equity","Active","","Small- to Mid-Cap","Growth","","01","US","2017","Q1","Equity",1,0
"1638",2147031371,"Completed",2017-07-10,"7/10/2017","USD",7.4,7.4,"U.S.","Texas Emergency Services Retirement System","Public D.B.","United States","North America","AndCo Consulting (formerly The Bogdahn Group)","Jackson Square Partners","","United States","Equity","Mixed/Unspecified","","Small- to Mid-Cap","Growth","","07","US","2017","Q3","Equity",1,7.4
"1639",2147028499,"Completed",2017-01-06,"1/6/2017","USD",670,298,"U.S.","Ohio Bureau of Workers Compensation","Public D.B.","United States","North America","RVK Inc.","Janus Capital","Janus Capital Group","United States","Equity","Active","","Mid-Cap","Growth","","01","US","2017","Q1","Equity",1,298
"1640",2147030494,"Completed",2017-05-23,"5/23/2017","USD",6800,0,"U.S.","New York State Deferred Compensation Board","Public D.C.","United States","North America","Callan Associates","Jennison Associates","","United States","Fixed Income","Mixed/Unspecified","Stable Value","","","","05","US","2017","Q2","Fixed Income",1,0
"1641",2147016201,"Completed",2017-06-23,"6/23/2017","USD",21,4,"U.S.","Oklahoma Municipal Retirement Fund","Public D.B.","United States","North America","Asset Consulting Group","Jet Capital Investors","","United States","Hedge Funds","","Long/Short","","","","06","US","2017","Q2","Hedge Funds",1,4
"1643",2146990227,"Completed",2017-07-20,"7/21/2017","USD",0,0,"U.S.","Coral Gables (Fla.) Retirement System","Public D.B.","United States","North America","AndCo Consulting (formerly The Bogdahn Group)","JKMilne Asset Management","","United States","Fixed Income","Active","","","","","07","US","2017","Q3","Fixed Income",1,0
"1644",2147028202,"Completed",2017-03-30,"3/30/2017","USD",50,50,"U.S.","Ohio Police & Fire Pension Fund","Public D.B.","United States","North America","The Townsend Group","John Hancock Financial Services","Manulife","United States","Real Estate","Mixed/Unspecified","Core-Plus","","","","03","US","2017","Q1","Real Estate",1,50
"1645",2147028703,"Completed",2017-01-20,"1/20/2017","USD",0,0,"U.S.","University of Miami (Defined Contribution)","Public D.C.","United States","North America","None","John Hancock Financial Services","Manulife","United States","Equity","Mixed/Unspecified","","Large-Cap","","","01","US","2017","Q1","Equity",1,0
"1646",2147029871,"Completed",2017-04-05,"4/5/2017","USD",0,0,"U.S.","University of Maine Defined Contribution Plan","Public D.C.","United States","North America","CAPTRUST Financial Advisors","John Hancock Financial Services","Manulife","United States","Equity","Active","","Large-Cap","Value","Russell 1000 Value","04","US","2017","Q2","Equity",1,0
"1647",2147032552,"Completed",2017-08-30,"8/30/2017","USD",40,40,"Global","Texas County & District Retirement System","Public D.B.","United States","North America","None","Joy Capital","","United States","Private Equity","","Venture Capital/Technology","","","","08","US","2017","Q3","Private Equity",1,40
"1656",2147031152,"Completed",2017-06-29,"6/29/2017","USD",400,0,"Global","Alaska Retirement Management Board","Public D.B.","United States","North America","None","JPMorgan Asset Management","JPMorgan","Luxembourg","Alternative","","","","","","06","US","2017","Q2","Other Alternatives",1,0
"1657",2147030967,"Completed",2017-06-22,"6/22/2017","USD",0,0,"U.S.","Rochester Regional Health","Corporate D.C.","United States","North America","None","JPMorgan Asset Management","JPMorgan","Luxembourg","Equity","Active","","Large-Cap","Growth","","06","US","2017","Q2","Equity",1,0
"1658",2147030249,"Completed",2017-06-02,"6/2/2017","USD",0,0,"U.S.","Teachers’ Retirement System of Louisiana","Public D.B.","United States","North America","Aon Hewitt Investment Consulting","JPMorgan Asset Management","JPMorgan","United States","Fixed Income","Mixed/Unspecified","Core","","","","06","US","2017","Q2","Fixed Income",1,0
